user32,user3@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Daniel,E,Martin,Dr.,II,"Dr. Daniel E. Martin, II",Danny,Architect,en,US,America/Denver,ext-202,employee,true,555-888-9999,555-000-1111,789 Pine St,US,Denver,CO,80203,2Federate!
user42,user4@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Sarah,D,Lee,Mrs.,III,"Mrs. Sarah D. Lee, III",Sally,Analyst,en,US,America/Los_Angeles,ext-303,contractor,false,555-222-3333,555-444-5555,321 Maple Ave,US,Los Angeles,CA,90001,2Federate!
user52,user5@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Robert,F,Williams,Mr.,Sr.,"Mr. Robert F. Williams, Sr.",Rob,Developer,en,US,America/Phoenix,ext-404,employee,true,555-666-7777,555-888-9999,654 Cedar Rd,US,Phoenix,AZ,85001,2Federate!
user62,user6@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Laura,G,Jones,Ms.,IV,"Ms. Laura G. Jones, IV",Laurie,Designer,en,US,America/Chicago,ext-505,contractor,false,555-123-4567,555-234-5678,987 Spruce Ln,US,Dallas,TX,75201,2Federate!
user72,user7@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,William,H,Thomas,Mr.,Jr.,"Mr. William H. Thomas, Jr.",Will,Tester,en,US,America/New_York,ext-606,employee,true,555-345-6789,555-456-7890,321 Birch Blvd,US,Boston,MA,02101,2Federate!
username,email,populationId,firstName,middleName,lastName,prefix,suffix,formattedName,nickname,title,preferredLanguage,locale,timezone,externalId,type,active,primaryPhone,mobilePhone,streetAddress,countryCode,locality,region,postalCode,password
user12,user1@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Jane,B,Doe,Ms.,PhD,"Ms. Jane B. Doe, PhD",,jasdj,Janie,Engineer,en,US,America/New_York,ext-789,employee,true,555-111-2222,555-333-4444,123 Main St,US,New York,NY,10001,2Federate!
user22,user2@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Bob,,Smith,Mr.,Jr.,"Mr. Bob Smith, Jr.",Bobby,Manager,en,US,America/Chicago,ext-101,contractor,false,555-555-6666,555-777-8888,456 Oak Ave,US,Chicago,IL,60601,2Federate!
user32,user3@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Daniel,E,Martin,Dr.,II,"Dr. Daniel E. Martin, II",Danny,Architect,en,US,America/Denver,ext-202,employee,true,555-888-9999,555-000-1111,789 Pine St,US,Denver,CO,80203,2Federate!
user42,user4@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Sarah,D,Lee,Mrs.,III,"Mrs. Sarah D. Lee, III",Sally,Analyst,en,US,America/Los_Angeles,ext-303,contractor,false,555-222-3333,555-444-5555,321 Maple Ave,US,Los Angeles,CA,90001,2Federate!
user52,user5@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Robert,F,Williams,Mr.,Sr.,"Mr. Robert F. Williams, Sr.",Rob,Developer,en,US,America/Phoenix,ext-404,employee,true,555-666-7777,555-888-9999,654 Cedar Rd,US,Phoenix,AZ,85001,2Federate!
user62,user6@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,Laura,G,Jones,Ms.,IV,"Ms. Laura G. Jones, IV",Laurie,Designer,en,US,America/Chicago,ext-505,contractor,false,555-123-4567,555-234-5678,987 Spruce Ln,US,Dallas,TX,75201,2Federate!
user72,user7@example.com,1dd684e3-82ee-4e68-9d25-00401bc62e7a,William,H,Thomas,Mr.,Jr.,"Mr. William H. Thomas, Jr.",Will,Tester,en,US,America/New_York,ext-606,employee,true,555-345-6789,555-456-7890,321 Birch Blvd,US,Boston,MA,02101,2Federate!
